Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
"CONSTRUCCIÓN, ARRENDAMIENTO DE MAQUINARIA Y MINERÍA, S.A. DE C.V","Av. de los Insurgentes Sur 826-Piso 10, Colonia del Valle, Benito Juárez, 03100 Ciudad de México, CDMX",NULL,19.3891568,-99.1736269,cammsa.com.mx,NULL,,,Empresa constructora
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
KUNAT,"03100, Agustín González de Cossío 334, Col del Valle Centro, Benito Juárez, Ciudad de México, CDMX",NULL,19.3891343,-99.1700298,kcs.com.mx,NULL,5 reseñas,"4,2",Oficinas de empresa
CENTA Todo en Equipos de Limpieza,"58, Av. Chichen Itza 211, 77515 Cancún, Q.R.",998 887 0072,21.1535817,-86.8619215,NULL,NULL,4 reseñas,"4,0",Servicios de limpieza
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tubería de Acero,"Av. de Los Insurgentes 1290, La Paz, 36500 Irapuato, Gto.",462 627 2415,NULL,NULL,NULL,NULL,,,Tienda de materiales para la construcción
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cyrosa,"P.º de España No.90-Oficina 104, Lomas Verdes, 53125 Naucalpan de Juárez, Méx.",55 7095 5592,19.5177491,-99.2564132,NULL,NULL,3 reseñas,"1,0",Oficinas de empresa
NEXUS INDUSTRIAS SA DE CV,"Lib. Lic. Carlos Salinas de Gortari, Residencial San Lorenzo, 25710 Monclova, Coah.",866 639 2756,NULL,NULL,nexusindustrias.com.mx,NULL,3 reseñas,"5,0",Fábrica
CICSA,"Nte. Pte. 1, Arboledas, 29000 Tuxtla Gutiérrez, Chis.",961 602 7175,16.756671,-93.127344,cicsaalimentos.com,NULL,2 reseñas,"1,0",Pub
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Techos Bien Hechos Sa De Cv,"C. 15 67, Centro, 97139 Mérida, Yuc.",999 919 0304,20.9366295,-89.5537738,NULL,NULL,1 reseña,"1,0",Carpintería metálica y de aluminio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Hsa Fusion Tech, Sa De C.v","Av. Álvaro Obregón 237, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",NULL,19.4172342,-99.1662117,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Constructora Agroindustrial Activa, S.a. De C.v.","José María Ibarrarán 47, San José Insurgentes, Benito Juárez, 03900 Ciudad de México, CDMX",NULL,19.3623781,-99.1852588,NULL,NULL,,,Empresa constructora
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Michel Construcciones y proyectos Electricos S.A. de C.V.,"C. Ahuizotl 3549, 44980 Guadalajara, Jal.",NULL,NULL,NULL,NULL,NULL,6 reseñas,"4,3",Oficinas de empresa
Todo De Cartón,"Cristóbal Colón Oriente 17, Centro, 59600 Zamora de Hidalgo, Mich.",NULL,NULL,NULL,tododecarton.com.mx,NULL,3 reseñas,"2,7",Tienda de materiales de embalaje
Capa8,"Heriberto Frías 1439, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX",55 9183 9446,19.373785,-99.1643939,capa8.com,NULL,,,Consultora de administración empresarial
Papelería Romher,"Fco. I Madero #14, Centro, 92800 Túxpam de Rodríguez Cano, Ver.",783 102 2127,20.9567555,-97.409679,negocio.site,NULL,,,Papelería
Master Foam de Mexico,"Lázaro Cárdenas, 21500 Valle de las Palmas, B.C.",665 521 7340,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acero Motors Sa De Cv,"Calz. Héroes de Chapultepec 109 B, Zona A, Zacatecas Centro, 98000 Zacatecas, Zac.",NULL,NULL,NULL,NULL,NULL,,,Comercio
"Grupo Alimenticio Puga, S.A. De C.V.","Blvrd Benito Juárez, Chamizal, 25720 Monclova, Coah.",NULL,NULL,NULL,NULL,NULL,,,Carnicería
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Onest Logistics,"Pte. 146 No. 853, Industrial Vallejo, Azcapotzalco, 02300 Ciudad de México, CDMX",NULL,19.4996647,-99.1571954,onestlogistics.com,NULL,6 reseñas,"4,0",Servicio de logística
COMERCIALIZADORA COSTA BELLA S DE RL DE CV,"Av. Dr Pedro Loyola 1090, Acapulco, 22890 Ensenada, B.C.",646 172 5740,NULL,NULL,comercializadoracostabella.com,NULL,6 reseñas,"2,0",Mayorista
GASO PLUS DE HIDALGO SA DE CV,"Venustiano Carranza 4, San Juan, 42763 Tezontepec de Aldama, Hgo.",763 737 7116,20.1851951,-99.2833684,NULL,NULL,33 reseñas,"3,8",Gasolinera
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Grupo Industrial y Comercial Centurión S.A de C.V,"Didima 4302, El Porvenir, 64206 Monterrey, N.L.",81 8335 8325,NULL,NULL,grupocenturion.mx,NULL,,,Agencia de marketing
3G Comunicaciones S.A. de C.V.,"Eje 3 Norte (Alfredo Robles Dominguez) #205, Guadalupe Insurgentes, Villa Gustavo A. Madero, 07870 Ciudad de México, CDMX",55 7095 3949,19.4703552,-99.1327528,3gcomunicaciones.com,NULL,42 reseñas,"4,1",Servicio técnico
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Add Marketing SA de CV,"Río Humaya 108, Guadalupe, 80220 Culiacán Rosales, Sin.",667 715 5937,NULL,NULL,facebook.com,NULL,,,Agencia de publicidad
Grupo Limmar SA de CV,"28 de Octubre 107, Vértice, 50090 Toluca de Lerdo, Méx.",722 962 0460,19.2879153,-99.6378352,NULL,NULL,1 reseña,"4,0",Cerrado permanentemente
Servicio de Limpieza y Sanitización Grupo Myrethi SA de CV,"Claude Debussy 5518, Camichines Vallarta, 45030 Zapopan, Jal.",33 3563 6322,NULL,NULL,grupomyrethi.com.mx,NULL,5 reseñas,"4,4",Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,,,NULL,NULL,,NULL,,,
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CISSA,"Via Lombardia 5705 int 610, Saucito, 31110 Chihuahua, Chih.",614 424 4228,NULL,NULL,cissacorrugados.com,NULL,6 reseñas,"4,8",Empresa constructora
"Agjm Corp, S.A. De C.V.","Calle Apartado 24, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX",NULL,19.4402567,-99.1299083,NULL,NULL,,,Comercio
"Perindusa, S.A De C.V","73996 San José Alchichica, Pue.",282 832 0358,19.4306693,-97.3895017,NULL,NULL,70 reseñas,"4,0",Comercio
Muzquiz y Asociados S.A. de C.V.,"Aragón 3, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX",55 5519 4307,19.4025706,-99.1376804,NULL,NULL,,,Empresa constructora
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Compuelsa de México S.A. de C.V.,"Merida 107, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",55 5671 1016,19.419133,-99.1576583,NULL,NULL,NULL,NULL,NULL
NULL,NULL,33 1002 1800,NULL,NULL,belticos.com.mx,NULL,250 reseñas,"4,1",Oficinas de empresa
Equipos Contra Incendio,"Rodolfo Usigil 1862, Sector Popular, Popular, Iztapalapa, 09060 Ciudad de México, CDMX",55 5582 5224,19.3637502,-99.1183074,NULL,NULL,,,Servicio de seguridad
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Grúas Cuesta Blanca,"Ignacio Allende 3, Fraccionamiento La Jolla, La Gloria, 22545 La Joya, B.C.",664 636 2055,NULL,NULL,NULL,NULL,51 reseñas,"3,8",Servicio de grúa
Panadería Ma. Cristina,"Benito Juárez, Col. Centro, 38000 Celaya, Gto.",461 612 9309,NULL,NULL,NULL,NULL,167 reseñas,"4,3",Panadería
Grupo Logyt,"Av. Gustavo Baz Prada 180, La Escuela, 54090 Tlalnepantla de Baz, Méx.",55 5305 9185,19.5215731,-99.2111729,logyt.com,NULL,179 reseñas,"4,1",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SISTECP DE MEXICO,"Mezquite 1417, Del Fresno, 44909 Guadalajara, Jal.",33 3671 4847,NULL,NULL,sistecp.com.mx,NULL,54 reseñas,"4,6",Empresa de fumigación y control de plagas
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tk Comercio Actual S.A. de C.V.,"Fuente de Templanza 94, San Miguel Tecamachalco, Lomas de Tecamachalco, 53970 Naucalpan de Juárez, Méx.",55 5294 2987,19.4236471,-99.232758,NULL,NULL,1 reseña,"2,0",NULL
"Grupo Sabao, S.A. De C.V.","Nezahualcóyotl 145, Centro, Cuauhtémoc, 06080 Ciudad de México, CDMX",55 1054 6184,19.4781417,-99.1134006,NULL,NULL,,,Tienda de ropa
Poliester y Abrasivos S.A. de C.V.,"Bulevard Manuel Ávila Camacho 208 A, San Francisco Cuautlalpan, 53569 Naucalpan de Juárez, Méx.",55 5358 3829,19.4616706,-99.2229242,poliesteryabrasivos.com.mx,NULL,147 reseñas,"4,6",Servicio de reparación de fibra de vidrio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Outlet Mazal del Centro,"Anillo de Circunvalación 105 Entre Corregidora y Soledad a un costado de la Plaza Soledad, Centro, 06060 Cuauhtemoc, CDMX",55 5542 9205,19.425844,-99.124942,negocio.site,NULL,23 reseñas,"4,0",Tienda de ropa
Comisión de Derechos Humanos de la Ciudad de México,"Av. Universidad 1449, Axotla, Álvaro Obregón, 01030 Ciudad de México, CDMX",55 5229 5600,19.3552368,-99.1748633,cdhcm.org.mx,NULL,129 reseñas,"4,2",Oficina de gobierno local
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Personas TK S.A. de C.V.,"San Miguel Tecamachalco, Tecamachalco 85, Lomas de Tecamachalco, 53970 Naucalpan de Juárez, Méx.",55 5589 0455,19.4243515,-99.2311124,NULL,NULL,,,Tienda de persianas
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Corporativo Naucalpan,"Av. 16 de Septiembre 65, Alce Blanco, 53370 Naucalpan de Juárez, Méx.",NULL,19.4640719,-99.2161882,NULL,NULL,,,Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bizcom,"Av. Paseo de las Palmas 731, Lomas de Chapultepec III Secc, Miguel Hidalgo, 11010 Ciudad de México, CDMX",55 5202 1166,19.4298398,-99.2148535,NULL,NULL,2 reseñas,"5,0",Agencia de marketing
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Refaccionaria JORSA SA de CV,"Calz. Ignacio Zaragoza 309, Ignacio Zaragoza, Venustiano Carranza, 15000 Ciudad de México, CDMX",55 5785 3928,19.4203007,-99.0982819,jorsa.com.mx,NULL,69 reseñas,"3,9",Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cámara de Senadores,"Av. Paseo de la Reforma 135, Tabacalera, Cuauhtémoc, 06030 Ciudad de México, CDMX",55 5345 3000,19.432513,-99.1576819,senado.gob.mx,NULL,314 reseñas,"3,9",Oficina del gobierno federal
Excel Constructora S.A. de C.V.,"San Luis 148, Costa Azul, 22890 Ensenada, B.C.",646 176 3075,NULL,NULL,excelconstructora.com,NULL,9 reseñas,"4,9",Empresa constructora
Tapisa,"07870, C. Tetrazzini 215, Gustavo A. Madero, 07870 CDMX",55 5537 7015,19.4661118,-99.1316767,tapisa.com.mx,NULL,2 reseñas,"5,0",Fábrica
Movimateriales,"Av. Cuitláhuac 3124, Claveria, Azcapotzalco, 02080 Ciudad de México, CDMX",55 5396 6703,19.465714,-99.1775867,NULL,NULL,13 reseñas,"4,2",Tienda de neumáticos
Inter Store Systems S.A. de C.V.,"Pte 54 No.3701-Altos 5, Obrero Popular, Azcapotzalco, 02840 Ciudad de México, CDMX",55 5342 1708,19.4632289,-99.175132,interstoremx.com,NULL,15 reseñas,"4,9",Consultora informática
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Radio & Systems Solutions SA de CV,"P.º de San Francisco 67, Jardines de Atizapan, 52978 Cd López Mateos, Méx.",55 5363 6127,19.5519652,-99.2368929,radiosysmx.com,NULL,27 reseñas,"4,8",Comercio
Transportes Tronxwa,"Centeotl 311, Petrolera, Azcapotzalco, 02760 Ciudad de México, CDMX",NULL,19.480716,-99.1954632,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Global Security Solutions SA de CV,"Tlacotalpan 131, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX",55 5264 2371,19.4025573,-99.1656516,gssmexico.com.mx,NULL,26 reseñas,"4,3",Servicio de seguridad
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cretta SBS,"Emerson 316, Polanco, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX",55 5203 3385,19.4328451,-99.1887209,cretta-sbs.com,NULL,1 reseña,"5,0",Oficinas de empresa
"Grupo Intac, SA de CV","201, 01090, Cda. Canoa 521, Progreso Tizapán, Álvaro Obregón, Ciudad de México, CDMX",56810098,19.3334394,-99.2045531,grupointac.com.mx,NULL,1 reseña,"5,0",Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Grupo Vanatl S.A de C.v,"Av. Lic. Enrique Ramírez Miguel 1000, 58270 Morelia, Mich.",443 314 6520,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kimpack Mfg Co SA de CV,"C. Palma 736, San Antonio, 56600 Chalco de Díaz Covarrubias, Méx.",55 4160 4496,19.25621,-98.9016944,kimpack.com,NULL,12 reseñas,"4,1",Fábrica
SDI Industrial | Marketplace Industrial e Ingeniería de Proyectos,"Zona Pte. 510, Chapultepec, 66450 San Nicolás de los Garza, N.L.",81 8100 9100,NULL,NULL,sdindustrial.com.mx,NULL,4 reseñas,"5,0",Empresa de suministros industriales
INDUSTRIAS SKANOR SA DE CV,"Hornos Francisco Barrera 34-A, Prof Cristobal Higuera, 52940 Cd López Mateos, Méx.",55 5077 0055,19.5720717,-99.2402025,NULL,NULL,80 reseñas,"4,1",Fábrica de muebles
Productos Perla,"Ignacio Ramirez No. 179, Sta Rosa, 23552 San José del Cabo, B.C.S.",624 142 2701,NULL,NULL,productosperla.com.mx,NULL,,,Fábrica
K.N. International S.A. de C.V.,"Tehuantepec 36, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX",55 5243 5802,19.4059418,-99.1570897,NULL,NULL,,,Estudio de arquitectura
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Siapro - Tecnología documental y de impresión,"Calle, Av Valentín Fuentes Varela 2104-2, Partido La Fuente, 32318 Cd Juárez, Chih.",656 623 0716,NULL,NULL,siapromx.com,NULL,9 reseñas,"4,4",Servicios de documentación
Gruas Garcia,"San Francisco 158, Residencial San Felipe, 66499 Monterrey, N.L.",81 8334 4830,NULL,NULL,gruasgarcia.com.mx,NULL,9 reseñas,"4,4",Servicio de remolque
Tiferet Hai SA de CV,"San Francisco 101 3°Piso A, INDUSTRIAL ALCE BLANCO, 53370 Naucalpan de Juárez",55 5236 3454,19.4603495,-99.219891,tiferet-hai.com,NULL,1 reseña,"5,0",Fábrica
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,19.2774595,-99.6374471,NULL,NULL,3 reseñas,"5,0",Agencia de viajes
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Debbie,"Calz México-Tacuba, Popotla, Miguel Hidalgo, 11400 Ciudad de México, CDMX",55 5276 4884,19.4576326,-99.1817216,NULL,NULL,1 reseña,"1,0",Cerrado permanentemente
MDO Publicidad S.A. de C.V.,"Piedras Negras 9, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX",55 5264 6123,19.4086465,-99.1634914,mdopublicidad.com,NULL,5 reseñas,"4,8",Agencia de publicidad
Profesionales Dp Y Cp S De Rl De Cv,,,,,,,,,
Lactica S.A. de C.V.,"Área Federal Central de Abastos, 09040 Ciudad de México, CDMX",55 5600 3830,19.380811,-99.0843868,NULL,NULL,3 reseñas,"3,3",Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MBF Diseños,"Granjas Estrella, 09880 Ciudad de México, CDMX",55 5608 8695,19.3222941,-99.0917863,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GRUPO GESAC S.A. DE C.V.,"Cda. Ernesto Pugibet, Colonia Centro, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX",NULL,19.4300555,-99.147758,NULL,NULL,1 reseña,"4,0",Mayorista
Azulejos Contemporaneos de Cuautla,"José Perdiz 33, Centro, 62740 Cuautla, Mor.",735 354 2614,18.8138283,-98.950946,NULL,NULL,38 reseñas,"3,6",Cerrado permanentemente
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,667 336 9494,19.0702852,-98.1947127,gsbperformance.com,NULL,,,Servicios de limpieza
NULL,,,,,,,,,
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tienda de ultramarinos
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Técnica Mecanica Industrial,"LOCAL 1, Dr. Balmis 105, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX",55 5588 3487,19.4147567,-99.148715,NULL,NULL,NULL,NULL,Fábrica de maquinaria
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"P&O Promociones y Outsourcing, S.A. de C.V.","Hermanos Flores Magón 1116, Fierro, 64590 Monterrey, N.L.",800 508 8637,NULL,NULL,pyo.com.mx,NULL,1 reseña,"5,0",Proveedor de productos promocionales
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Eurotronics, S.A. de C.V.","Gral. Mariano Arista # 54, Nave 10, Col, Argentina Poniente, 11230 Ciudad de México",55 5386 0423,19.4581904,-99.2117786,NULL,NULL,1 reseña,"5,0",Empresa de importación y exportación
Salud Digna,"Cuauhtémoc, Esperanza, Cuauhtémoc, 06840 Ciudad de México, CDMX",55 2612 2070,19.422804,-99.126956,salud-digna.org,NULL,753 reseñas,"4,0",Laboratorio de análisis clínicos
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MUNDO DE INTERIORES S.A. de C.V,"Av. Paseo de la Reforma 400, Santa Fe, Sta Fé, Álvaro Obregón, 01210 Ciudad de México, CDMX",55 5813 2001,19.3772472,-99.2546541,mundodeinteriores.com.mx,NULL,7 reseñas,"4,9",Servicio de instalación de suelos de madera
Next Contact,"C. Gobernador Gregorio V. Gelati 6, San Miguel Chapultepec I Secc, Miguel Hidalgo, 11850 Ciudad de México, CDMX",55 5999 0130,19.4107786,-99.1835101,next-contact.com,NULL,40 reseñas,"3,1",Oficinas de empresa
Coincat,"Cerro Chico 105, Las Colinas 1ra y 2da Secc, 98085 Zacatecas, Zac.",492 922 1863,NULL,NULL,transparencia.zacatecas.gob.mx,NULL,,,Construcción
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prographic S.A. de C.V.,"Julián Carrillo 230, Col del Valle, 78200 San Luis, S.L.P.",444 128 8335,NULL,NULL,NULL,NULL,3 reseñas,"4,7",Cerrado permanentemente
Estopas de Calidad,"San Miguel El Alto 120A, La Foresta, 78438 Soledad de Graciano Sánchez, S.L.P.",444 830 7269,NULL,NULL,NULL,NULL,2 reseñas,"5,0",Bodega
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Medica D, S.A. de C.V.","Cda. Lago Peypus 231, Lago Sur, Miguel Hidalgo, 11460 Ciudad de México, CDMX",55 1998 6700,19.4446349,-99.1883615,NULL,NULL,37 reseñas,"4,1",Comercio
"4Press, S.A. de C.V.","Calz. San Isidro 50, San Francisco Tetecala, Azcapotzalco, 02730 Ciudad de México, CDMX",55 7656 7905,19.4809043,-99.191317,4press.com.mx,NULL,93 reseñas,"4,4",Imprenta
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Recuperadora de chatarra MAR s.a de c.v,"Anillo de Circunvalacion MZ27 LT290, Zona Urbana Ejidal Santa María Aztahuacan, Iztapalapa, 09570 Ciudad de México, CDMX",55 6650 1963,19.3594268,-99.0237047,recuperadoradechatarramar.com,NULL,24 reseñas,"4,9",Centro de reciclaje
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Conbe Construcciones Sa De Cv,"Altamira 239, Las Brisas, 25210 Saltillo, Coah.",844 432 5214,NULL,NULL,NULL,NULL,1 reseña,"3,0",Empresa constructora
Kristal,"Calle Gral. Ramón Corona 665, Zona Centro, 25000 Saltillo, Coah.",844 412 0368,NULL,NULL,kristalycanceleria.com,NULL,16 reseñas,"4,3",Tienda de accesorios para ventanas
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Gruas Grumesa SA de CV,"Anillo Perif. Sur Manuel Gómez Morín 5231, Paseos del Lago, 45619 San Pedro Tlaquepaque, Jal.",33 3689 1850,NULL,NULL,gruasgrumesa.com,NULL,31 reseñas,"4,3",Servicio de grúa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Comercializadora Quality Health, S.A. De C.V.","Av. Mariano Otero 3676-A, Colli Urbano, 45070 Zapopan, Jal.",33 3884 8500,NULL,NULL,NULL,NULL,,,Tienda de vitaminas y suplementos
KARIN HERZOG MEXICO - BEAUTIX S.A. DE C.V.,"Campeador 650, Ejidal Francisco Villa, 82127 Mazatlán, Sin.",669 153 5195,NULL,NULL,karinherzog.mx,NULL,,,Spa terapéutico
"Consolidados y Transportes Express de Manzanillo, SA de CV","C. del Campesino Sur 134, El Moralete, 28060 Colima, Col.",312 313 3135,NULL,NULL,ctexpressmanzanillo.com,NULL,5 reseñas,"3,8",Oficinas de empresa
